Commodity_Detail,Commodity Group,Production_Type,Sector,Sub-Sector,HS8,NAICS6,NAICS6_Code,NAICS5_Code,NAICS4_Code,NAICS3_Code,HS8_code
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19051039 Crispbread,except leavened w yeast,pack >11.34 kg, nes (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19051039
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19051040 Crispbread, not leavened w yeast,>=25% wt of wheat, pack <= 11.34kg, w/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19051040
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19051051 Crispbread, not leavened w yeast, >=25% wt of wheat, pack <= 454 g, o/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19051051
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19051059 Crispbread, not leavened w yeast,>=25% wt of wheat, pack > 454 g <= 11.34kg, o/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19051059
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19051060 Crispbread, not leavened w yeast, pack <= 11.34 kg, nes (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19051060
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19051071 Crispbread, not leavened w yeast, >=25% wt of wheat, pack > 11.34 kg, w/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19051071
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19051072 Crispbread, not leavened w yeast, >=25% wt of wheat, pack > 11.34 kg, o/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19051072
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19051079 Crispbread, not leavened w yeast, pack > 11.34 kg, nes (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19051079
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19051091 Crispbread, except leavened with yeast, in pack not exceeding 11.34kg (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19051091
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19051092 Crispbread, except leavened with yeast, in pack exceeding 11.34kg (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19051092
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),19052000 Gingerbread and the like (Kilogram),311821 Cookie and cracker manufacturing,311821,31182,3118,311,19052000
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053000 Sweet biscuits, waffles and wafers (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053000
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053010 Sweet biscuits,waffles & wafers, cert by HC as sp low protein/protein free prod (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053010
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053011 Sweet biscuits,valued >=44¢/kg, cont >=25% wt of wheat, w/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053011
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053012 Sweet biscuits, valued >=0.44$/kg, cont >=25% wt of wheat, o/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053012
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053019 Sweet biscuits,valued >=44¢/kg,nes (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053019
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053021 Sweet biscuits, nes, valued >=44¢/kg, cont >=25% wt of wheat, w/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053021
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053022 Sweet biscuits,nes,valued >=0.44¢/kg, cont >=25% wt of wheat, pack<=1.36 kg, o/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053022
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053023 Sweet biscuits,nes, valued >=0.44¢/kg,cont >=25% wt of wheat, pack >1.36 kg, o/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053023
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053029 Sweet biscuits, valued >=44¢/kg, nes (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053029
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053090 Sweet biscuits, nes (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053090
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053091 Sweet biscuits, nes, containing >= 25% wt of wheat, w/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053091
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053092 Sweet biscuits, nes, containing >= 25% wt of wheat, pack<=1.36 kg, o/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053092
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053093 Sweet biscuits, nes, containing >= 25% wt of wheat, pack >1.36 kg, o/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053093
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053099 Sweet biscuits, nes (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053099
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),19053100 Sweet biscuits (Kilogram),311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053100
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053110 Sweet biscuits, certified by HC as special low protein/protein free products (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053110
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053121 Sweet biscuits, nes, valued >= 44¢/kg, cont >= 25% wt of wheat, w/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053121
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053122 Sweet biscuits,nes,valued >= 0.44¢/kg,cont >=25% wt of wheat, pack <=1.36 kg,o/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053122
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053123 Sweet biscuits,nes, valued >= 0.44¢/kg,cont >=25% wt of wheat,pack > 1.36 kg,o/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053123
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053129 Sweet biscuits, valued >= 0.44¢/kg, nes (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053129
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053191 Sweet biscuits, nes, containing >= 25% wt of wheat, w/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053191
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053192 Sweet biscuits, nes, containing >= 25% wt of wheat, pack <= 1.36 kg, o/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053192
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053193 Sweet biscuits, containing >= 25% wt of wheat, nes, o/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053193
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053199 Sweet biscuits, nes (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053199
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),19053200 Waffles and wafers (Kilogram),"311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19053200
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053210 Waffles & wafers, certified by HC as special low protein/protein free products (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053210
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053291 Waffles and wafers, containing >= 25% wt of wheat, w/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053291
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053292 Waffles, frozen and wafers, cont >= 25% wt of wheat, pack <= 454 g, o/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053292
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053293 Waffles and wafers, containing >= 25% wt of wheat, nes, o/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053293
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19053299 Waffles and wafers, nes (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19053299
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054000 Rusks, toasted bread and similar toasted products (Kilogram)",311814 Commercial bakeries and frozen bakery product manufacturing,311814,31181,3118,311,19054000
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054010 Rusks, toasted bread & sim toasted prod, sp dietary, def under regul of HC (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054010
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054011 Rusks,toasted bread&sim toasted prod,leaven w yeast, >=25% wt of wheat, w/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054011
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054012 Rusks,toasted bread&sim,toasted prod, leaven w yeast,>=25%wt of wheat, o/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054012
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054019 Rusks,toasted bread&sim toasted prod, leavened w yeast, nes (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054019
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054020 Rusks,toasted bread & sim toasted prod,nes,leaven w yeast, >=25% wt of wheat,w/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054020
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054031 Rusks,toasted bread & sim prod,nes,leaven w yeast,>=25% wt wheat,pack<=454g,o/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054031
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054039 Rusks,toasted bread &sim prod,nes,leaven w yeast,>=25% wt wheat,pack >454 g,o/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054039
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054040 Rusks, toasted bread and sim toasted prod, leavened w yeast, nes (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054040
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054050 Rusks,toasted bread and sim toasted prod,nes,n leaven w yeast,>=25% wt wheat,w/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054050
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054061 Rusks,toasted bread&sim prod,nda,n leaven w yeast,>=25% wt wheat,pack<=454g,o/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054061
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054069 Rusks,toasted bread&sim prod,nes,n leaven w yeast,>=25% wt wheat,pack >454g,o/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054069
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054090 Rusks, toasted bread and similar toasted products, nes (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054090
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054091 Rusks,toasted bread & sim toasted prod, cont >=25% wt of wheat, w/a, nes (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054091
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054092 Rusks,toasted bread & sim toasted prod,cont >=25% wt of wheat, o/a, nes (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054092
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19054099 Rusks, toasted bread & sim toasted prod, nes (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19054099
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059000 Communion wafers,empty cachets for pharm use and sim prod and bakers' wares nes (Kilogram)",311814 Commercial bakeries and frozen bakery product manufacturing,311814,31181,3118,311,19059000
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059010 Bread, pastry, cakes,biscuits and similar baked products and unprepared puddings (Kilogram)",311814 Commercial bakeries and frozen bakery product manufacturing,311814,31181,3118,311,19059010
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059011 Bread rolls and buns,unsweetened,leavened with yeast (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059011
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059012 Bread, unleavened, for sacramental purpposes (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059012
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059013 Passover bread & matzo prod, pack <=11.34 kg, >=25% wt of wheat, w/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059013
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059014 Passover bread & matzo prod,pack <=11.34 kg, >=25% wt of wheat, o/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059014
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059015 Passover bread & matzo prod, pack >11.34 kg,>=25% wt of wheat, w/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059015
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059016 Passover bread & matzo prod, pack >11.34 kg, >=25% wt of wheat, o/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059016
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059019 Bread, pack<=11.34 kg, nes (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059019
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059020 Bread, leavened w yeast;bread,unleavened,for sacramental purp & communion wafers (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059020
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059021 Biscuits, exc sweet, valued >=0.44¢/kg, cont >=25% wt of wheat, w/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19059021
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059022 Biscuits, exc sweet, valued >=0.44¢/kg, cont >=25% wt of wheat, o/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19059022
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059023 Soda biscuits, containing >=25% wt of wheat, w/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19059023
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059024 Soda biscuits, containing >=25% wt of wheat, o/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19059024
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059029 Soda biscuits, nes (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19059029
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059031 Bread, containing >= 25% wt of wheat, in packages <= 11.34 kg, w/a commitment (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059031
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059032 Bread,fresh, in pack<=1,36 kg, or o bread, pack<=454 g,>=25% wt of wheat,o/a com (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059032
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059033 Bread, containing >= 25% wt of wheat, in packages <= 11.34 kg, o/a commitment (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059033
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059034 Bread, containing >= 25% wt of wheat,in bulk/packages > 11.34 kg,w/a commitment (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059034
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059035 Bread, containing >= 25% wt of wheat,in bulk/packages > 11.34 kg,o/a commitment (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059035
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059039 Bread, nes, in packages <= 11.34 kg (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059039
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),19059040 Pretzels (Kilogram),"311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059040
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059041 Biscuits, o/t sweet, valued >=0.44¢/kg, cont >=25% wt of wheat, w/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19059041
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059042 Biscuits,nes,containing 25% or more by weight of wheat, within access commitment (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19059042
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059043 Biscuits,nes, cont >= 25% wt of wheat, in pack <=1.36 kg, over access commitment (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19059043
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059044 Biscuits, o/t sweet, valued >= 0.44¢/kg, cont >= 25% wt of wheat, o/a (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19059044
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059045 Biscuits,nes, cont >= 25% wt of wheat, in pack > 1.36 kg, over access commitment (Kilogram)",311821 Cookie and cracker manufacturing,311821,31182,3118,311,19059045
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059049 Pretzels, nes (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059049
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),19059050 Communion wafers (Kilogram),"311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059050
Other food preparations,Other food preparations,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),19059051 Pizza and quiche (Kilogram),311990 All other food manufacturing,311990,31199,3119,311,19059051
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),19059059 Puddings (Kilogram),"311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059059
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059061 Pretzels, containing >= 25% wt of wheat, w/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059061
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059062 Pretzels, containing >= 25% wt of wheat, in pack <= 1.36 kg, o/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059062
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059063 Pretzels, containing >= 25% wt of wheat, in pack > 1.36 kg, o/a (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059063
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059069 Pretzels, nes (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059069
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059071 Cheese flavoured dried bread sticks, in packages not exceeding 11.34 kg (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059071
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059072 Empty cachets,pharm use,seal waf,rice ppr&cheese flav dr bread sticks,>11.34 kg (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059072
Baked goods,Baked goods & mixes,Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"19059090 Communion wafers,empty cachets for pharm use and sim prod and bakers' wares nes (Kilogram)","311811 Bakeries, manufacture of products for retail sale",311811,31181,3118,311,19059090
"Cucumbers, preserved",Fruit & vegetables (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"20011000 Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid (Kilogram)","311420 Fruit and vegetable canning, pickling and drying",311420,31142,3114,311,20011000
"Cucumbers, preserved",Fruit & vegetables (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"20011010 Cucumber & gherkin,prepr or presvd by vinegar or acetic acid,put up for ret sale (Kilogram)","311420 Fruit and vegetable canning, pickling and drying",311420,31142,3114,311,20011010
"Cucumbers, preserved",Fruit & vegetables (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"20011090 Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid, nes (Kilogram)","311420 Fruit and vegetable canning, pickling and drying",311420,31142,3114,311,20011090
"Onions, preserved",Fruit & vegetables (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),20012000 Onions prepared or preserved by vinegar or acetic acid (Kilogram),"311420 Fruit and vegetable canning, pickling and drying",311420,31142,3114,311,20012000
"Cucumbers, preserved",Fruit & vegetables (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"20019000 Vegetables,nes,fruit,nuts & edible pts of plants,prep/presvd by vin/acetic acid (Kilogram)","311420 Fruit and vegetable canning, pickling and drying",311420,31142,3114,311,20019000
"Onions, preserved",Fruit & vegetables (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),20019010 Onions prepared or preserved by vinegar or acetic acid (Kilogram),"311420 Fruit and vegetable canning, pickling and drying",311420,31142,3114,311,20019010
"Mixed fruits and vegetables, preserved",Fruit & vegetables (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"20019090 Veg,fruit,nuts & edible parts of plants nes,prep or presvd by vin or acetic acid (Kilogram)","311420 Fruit and vegetable canning, pickling and drying",311420,31142,3114,311,20019090
"Tomatoes, preserved",Fruit & vegetables (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"20021000 Tomatoes, whole/in pieces, prepared/preserved, o/t by vinegar/acetic acid (Kilogram)","311420 Fruit and vegetable canning, pickling and drying",311420,31142,3114,311,20021000
"Tomatoes, preserved",Fruit & vegetables (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"20021010 Tomatoes, whole or in pieces prepared or preserved in airtight containers (Kilogram)","311420 Fruit and vegetable canning, pickling and drying",311420,31142,3114,311,20021010
"Tomatoes, preserved",Fruit & vegetables (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"20021020 Tomatoes, whole or in pieces prepared or preserved not in airtight containers (Kilogram)","311420 Fruit and vegetable canning, pickling and drying",311420,31142,3114,311,20021020
"Tomatoes, preserved",Fruit & vegetables (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"20021090 Tomatoes, whole or in pieces prepared or preserved not in airtight containers (Kilogram)","311420 Fruit and vegetable canning, pickling and drying",311420,31142,3114,311,20021090
"Tomatoes, preserved",Fruit & vegetables (processed or preserved),Secondary,"Food, beverage & other manufacturing",Food manufacturing (for human consumption),"20029000 Tomatoes, o/t whole/in pieces, prepared/preserved, o/t by vinegar/acetic acid (Kilogram)","311420 Fruit and vegetable canning, pickling and drying",311420,31142,3114,311,20029000
